Sensor 1;Sensor 2;Sensor 3;Sensor 4;Sensor 5;Sensor 6;Sensor 7;Sensor 8;Resultado
0;0;0;-1;0;-1;0;-1;0
1;1;-2;5;4;0;2;-1;0
-2;-2;-3;-1;-1;1;-1;0;0
-3;1;-4;-2;-1;1;-2;0;0
-1;-2;-4;-2;-1;-2;-1;-3;0
0;-3;-2;-1;-2;-1;-1;-1;0
0;1;1;1;-1;-1;-1;-1;0
0;1;-1;0;-2;-3;-2;-1;0
-1;-3;-1;0;2;1;0;1;0
-2;-1;-1;-1;-1;-2;-2;-1;0
2;1;-1;2;2;3;1;1;0
0;-3;0;-2;2;-2;-2;1;0
-1;-1;-1;-2;-1;-2;-3;-4;0
-2;0;-5;1;-1;-2;0;-2;0
-2;0;-1;-2;-1;-1;-4;-3;0
1;-1;-1;-1;0;-2;-1;0;0
0;-1;-1;-1;0;-2;-1;1;0
-1;1;-1;-1;-2;-2;-2;-1;0
1;-1;1;-2;0;1;-2;0;0
-1;-2;1;-1;-2;-1;1;-2;0
-2;0;3;-3;-1;-1;0;-1;0
-1;-1;2;-1;-1;-2;-1;-4;0
0;0;2;0;0;-1;-1;-2;0
-3;-1;1;0;-1;-3;-1;0;0
0;1;2;1;-2;-1;0;-1;0
-2;-2;-4;0;-1;-3;-3;1;0
-1;-2;0;-5;-3;-2;0;-1;0
-2;0;0;-1;-1;-1;-3;-1;0
0;-1;0;0;-1;-1;1;-2;0
-1;0;0;0;-1;-1;-2;1;0
-2;0;0;0;-2;-2;-1;-3;0
-1;0;-5;-1;-1;0;-4;0;0
1;0;-2;0;1;-1;-2;0;0
-1;0;-2;2;-1;0;-2;-2;0
-1;0;-2;-2;-1;1;0;-1;0
-2;-1;-2;1;-2;-2;-1;-4;0
1;-2;-2;-1;-2;-1;0;1;0
0;-2;3;-1;1;0;-3;-2;0
1;-2;-4;-1;-1;1;0;0;0
-1;-1;-2;-1;-2;-1;0;1;0
-1;1;3;-4;-3;-3;0;-2;0
-1;0;-1;-1;-2;0;-1;-1;0
1;-1;3;0;0;0;0;0;0
-2;-1;-1;4;1;-3;-2;-3;0
0;0;1;2;-1;0;-1;-1;0
0;-1;0;-3;-1;0;0;-2;0
-2;-1;0;0;0;-1;-1;-1;0
-2;-1;1;-2;-2;-2;-1;-2;0
-2;0;2;-1;0;0;-1;-3;0
1;-1;1;-2;0;0;0;1;0
-1;-1;-1;-2;-3;-2;-2;1;0
1;0;-6;-1;0;2;2;1;0
-2;-1;-2;-1;1;2;-2;-1;0
-1;0;-4;-1;-1;-1;0;0;0
-2;1;-3;3;1;0;1;-2;0
1;3;0;0;-1;-2;-2;-1;0
-1;-1;-1;2;1;0;-1;1;0
0;1;3;2;-1;0;0;-3;0
-3;-3;-5;1;-1;-1;-2;-1;0
1;0;0;-3;-1;-4;-5;0;0
-5;-6;-1;-17;-8;-5;-6;-6;0
0;0;5;-2;-4;5;4;1;0
-5;-5;1;-8;-2;-4;-4;-2;0
1;-2;-4;-5;1;0;1;1;0
0;0;3;5;1;4;2;3;0
6;14;7;2;7;2;1;-2;0
0;2;-2;-5;-5;-6;-7;-6;0
3;-4;-6;1;-4;-7;-2;3;0
6;4;2;3;0;1;1;2;0
2;7;-5;-10;-3;0;1;1;0
-3;-5;-7;8;4;-4;-5;-4;0
5;0;-6;1;7;12;9;9;0
-4;-22;-9;-15;-11;-12;-12;-8;0
-3;3;6;-4;-1;12;3;-1;0
3;-5;12;-7;-13;2;0;3;0
12;15;2;13;-10;-13;-3;8;0
-5;0;4;-7;1;12;-2;-12;0
-5;-10;-8;-1;1;-23;-7;-2;1
5;-2;20;15;15;29;13;9;1
-6;-1;-20;-26;-13;-19;-11;-8;1
-8;-3;-17;-13;-8;-17;-12;-10;1
-12;-11;-1;-26;-13;-28;-16;-11;1
0;-3;0;-6;0;6;-1;-8;1
2;12;-3;-4;0;-10;1;2;1
-14;-13;-16;-40;-17;-14;-15;-18;1
-11;6;-14;-34;-10;-30;-20;-19;1
-10;-21;-7;-3;-8;2;5;3;1
9;7;4;-28;-6;10;19;6;1
-7;-9;-17;-48;-3;-4;-17;-8;1
2;7;17;-2;6;10;9;6;1
-1;-8;19;53;19;-5;5;3;1
1;3;7;-41;-17;0;1;-2;1
-18;-24;-23;-80;-31;-51;-28;-20;1
14;21;15;25;27;44;22;12;1
3;-7;-18;0;3;8;3;6;1
-1;-1;9;-7;-28;-61;-23;-5;1
1;9;8;11;0;1;1;-1;1
6;6;4;-31;6;28;10;9;1
-2;-18;-21;-38;-33;-48;-17;-4;1
-2;-2;-5;3;-7;23;6;5;1
-1;0;4;-10;-18;8;-6;-7;1
11;0;1;23;23;19;15;12;1
0;-3;-13;0;24;22;3;2;1
1;-5;-4;-1;-3;15;-1;-1;1
6;23;17;15;-5;-28;6;13;1
-4;2;7;34;9;26;-2;-3;1
3;6;5;2;-16;-48;-5;-3;1
-8;-5;4;8;-2;22;8;-4;1
7;7;6;-2;-14;-13;-3;0;1
3;-2;-11;14;5;-4;-6;1;1
-16;-10;1;-18;-2;8;-13;-15;1
2;-1;6;8;-14;-30;-8;2;1
-13;-19;-14;-37;-24;-30;-22;-16;1
13;13;-7;19;12;3;11;14;1
-1;-8;1;-21;-9;-6;0;-3;1
14;13;2;22;20;26;16;11;1
-10;-8;-4;0;-2;-33;-10;-8;1
3;1;1;1;7;16;12;9;1
-6;-4;0;3;4;-4;9;0;1
-1;-3;-22;11;10;19;8;1;1
3;-3;-4;11;3;0;5;5;1
-8;-5;3;-8;5;14;8;0;1
1;0;-4;0;-4;-12;-9;-3;1
3;12;-3;-11;-14;14;-6;-5;1
8;5;7;33;11;3;1;6;1
-1;-1;11;-13;-14;-2;3;-1;1
9;7;-3;4;13;6;-2;4;1
-1;3;4;8;12;8;11;4;1
-7;-9;-15;-22;-18;-31;-11;-5;1
8;9;-7;18;6;18;15;9;1
-7;-1;-3;-8;-3;1;9;0;1
-1;-8;4;-9;-9;-2;-4;-6;1
-2;-1;-4;-3;-8;-9;-5;-1;1
5;8;-3;-13;8;8;3;1;1
2;12;1;16;8;-12;-10;-3;1
3;-2;-9;-1;7;28;7;4;1
-9;-1;-8;-19;-2;-1;-11;-11;1
9;-7;12;11;4;-13;2;5;1
2;-4;6;11;13;11;0;0;1
2;-4;-2;34;16;30;14;8;1
-3;9;17;7;6;3;4;2;1
-4;-7;-14;-20;-5;3;-4;-1;1
-9;-10;-23;-18;-18;-28;-10;-3;1
0;-7;-9;3;4;16;7;-2;1
12;1;-6;22;2;-18;11;10;1
-9;-5;-14;-4;-7;-1;-1;-7;1
-6;1;-7;-14;22;13;-6;-4;1
-5;-12;4;-2;-16;-12;-1;3;1
7;-3;-4;-17;-8;-7;0;5;1
0;-4;-3;6;18;44;9;5;1
-7;-4;-2;-7;-13;12;-3;-6;1
0;5;-1;10;1;-29;-9;-6;1
-5;-11;4;-6;-11;-14;-9;-7;1
0;-4;-2;-4;-4;-2;6;-5;1
0;3;6;-10;-20;-34;-9;0;1
-5;-6;2;-11;-8;7;3;-4;1
1;7;2;14;10;-22;-16;-5;1
2;2;2;12;10;29;15;7;1
-8;-4;0;9;10;-14;-16;-11;0
2;5;6;-14;-7;-6;-6;-3;0
1;4;-15;-2;-2;-9;-1;-1;0
-4;-2;-1;2;7;-6;-2;-7;0
-6;1;-8;-9;0;7;0;1;0
1;2;7;-4;-16;-4;3;-1;0
7;8;14;10;19;8;-3;1;0
5;-1;6;12;7;6;-2;4;0
-10;-9;-5;-8;5;-8;-5;-10;0
-2;-8;5;1;-8;-10;4;0;0
-4;-5;-17;0;15;5;-6;-4;0
4;-8;-6;-3;10;9;2;-2;0
-6;17;13;-11;-6;-12;-7;-10;0
1;4;-5;3;-2;7;-9;0;0
-8;-4;2;-6;-2;14;-5;-8;0
13;12;1;2;-10;-14;-1;7;0
-9;-3;5;11;10;27;6;-7;0
1;-1;2;-11;-5;-27;-8;-4;0
-15;-20;-6;-21;-21;-27;-11;-15;0
-2;1;9;-2;-8;-7;-11;-4;0
-7;-6;-10;-9;0;1;5;-3;0
8;-3;-1;-18;-18;-3;-2;1;0
7;7;-5;6;2;-17;12;13;0
-6;-5;-7;-9;1;20;6;-2;0
-2;-4;-8;2;0;-31;-6;-6;0
4;12;13;12;10;24;1;4;0
3;6;4;-2;-10;-30;-6;-2;0
2;-8;1;19;8;9;5;7;0
-2;-5;6;-11;-12;11;-2;-3;0
13;9;0;-7;-15;-21;-6;-1;0
5;-1;-1;5;7;25;13;2;0
-4;-3;-1;3;6;-19;-8;6;0
-6;-1;-1;-15;-7;25;-1;-7;0
-2;-6;-13;7;5;-7;-5;-1;0
-2;1;0;15;12;34;20;6;0
-2;-1;7;2;-13;-45;-8;-4;0
6;19;10;10;13;15;1;0;0
-8;-8;-6;-3;-6;-18;-6;-1;0
5;5;-6;4;6;11;1;2;0
0;1;2;8;-3;-17;-1;4;0
0;-6;-1;-9;-10;9;-3;-2;0
-2;-5;-2;-2;-1;-22;0;2;0
-1;-3;5;0;-3;-6;-1;-1;0
-4;-2;-4;1;0;-1;0;1;0
6;5;9;3;-4;-2;2;1;0
-1;-3;3;6;2;9;3;1;0
-2;1;13;-2;10;4;1;-3;0
1;2;13;-1;-1;-2;0;-1;0
2;0;3;5;14;3;2;-1;0
-5;-3;-2;-2;2;1;0;0;0
0;2;3;-1;0;3;1;-2;0
-1;-3;-3;-2;-1;-2;-1;0;0
-1;-3;-6;-2;1;0;2;4;0
-1;0;-2;0;-3;-2;-2;-1;0
-1;0;1;-4;-13;-7;-3;-2;0
0;-1;-2;1;2;-1;1;-2;0
0;-1;-1;0;2;3;0;-2;0
0;0;-3;-3;-3;-2;-1;-1;0
-3;1;1;-3;-1;-2;-2;-2;0
0;0;-1;0;0;-2;0;0;0
1;-2;-3;-1;-2;0;0;-2;0
-1;-2;1;-1;1;0;-1;-2;0
-1;-1;0;-2;-2;0;0;-2;0
-2;-1;-2;-2;1;1;-2;0;0
0;-2;0;0;-3;-2;-1;-1;0
1;-1;2;-3;-2;-3;0;-2;0
-1;-2;3;-1;1;-2;-2;-3;0
0;-1;-4;-1;-2;-3;-1;0;0
-2;0;-7;-1;-1;-2;-2;0;0
-1;0;-3;-1;0;2;0;-2;0
0;1;-2;3;1;2;1;0;0
1;0;-3;1;0;0;1;-2;0
0;-2;-1;0;0;-2;1;-1;0
-1;0;0;-1;-1;-2;-2;-2;0
-2;-1;0;0;1;2;1;0;0
0;-1;-5;0;2;-1;0;2;0
-1;-1;-1;-2;0;-2;-1;-2;0
-1;-1;0;1;-2;-2;-1;2;0
0;1;-1;-1;-1;-3;1;-2;0
-1;-1;3;-1;2;0;0;-1;0
-1;-2;2;-1;-4;0;-1;-1;0
3;-5;-3;-5;1;1;4;3;0
-1;0;0;0;-1;-1;-2;-3;0
0;-1;-1;-1;-1;0;-1;0;0
-1;-1;-3;-2;-1;-1;-1;-1;0
-2;1;2;0;-2;-2;-1;-2;0
0;0;1;-2;-1;-1;-3;0;0
0;0;3;-2;1;-1;-1;-1;0
0;0;1;0;0;-1;-2;-2;0
0;-1;-1;0;-4;-1;0;1;0
-1;0;2;1;-1;-3;-1;-1;0
2;0;3;-1;-2;0;-1;0;0
1;-2;0;1;-1;0;-1;0;0
0;-2;2;0;-3;-2;0;0;0
-1;0;1;-2;0;-1;-1;-1;0
0;0;1;-1;-1;0;-1;-2;0
-1;-2;1;1;0;-1;0;0;0
-2;-2;0;-2;-1;-1;-1;-1;0
-1;1;1;1;-1;-1;-3;0;0
-1;-2;-1;0;-3;0;-1;1;0
-2;-1;-2;-2;0;-1;0;-2;0
0;-2;0;-3;-1;0;-1;0;0
1;0;-1;2;-1;0;-1;1;0
2;-2;2;-2;1;2;1;-1;0
1;1;-1;2;1;2;0;0;0
0;-1;1;-1;-1;-2;-1;-1;0
-1;1;1;-2;0;-2;-4;-5;0
-2;-2;0;-2;-2;0;-1;-1;0
-2;-1;-3;-1;-1;-1;-1;-2;0
-1;-2;-2;0;-3;-1;0;1;0
0;-1;0;1;2;1;-2;1;0
-3;-2;-1;0;0;1;1;-1;0
-1;-2;-1;-1;-1;-2;-2;0;0
0;-1;-1;-2;0;-1;0;1;0
-1;0;1;-5;-2;-1;-2;-1;0
-3;-1;-2;-2;-1;0;-2;-1;0
-1;-3;-3;-3;-3;-2;-1;-3;0
1;-2;2;-1;0;-2;1;1;0
-2;-2;0;1;-1;-1;-1;2;0
1;2;-2;4;4;0;1;0;0
-1;0;-1;-2;-4;-1;-1;0;0
-4;1;1;-2;-2;-3;-4;-2;0
0;-2;-1;0;0;0;-2;0;0
0;-1;0;-2;0;-2;-1;-2;0
-1;-1;-1;4;2;2;1;1;0
-2;-1;1;-3;1;-2;-2;-1;0
1;-4;1;-2;-2;1;0;1;0
0;-1;2;0;-1;2;1;1;0
-2;-2;-2;-6;-4;-3;-3;-4;0
-4;-6;0;-7;-3;-2;-4;-4;0
3;8;4;9;5;3;2;1;0
0;-1;-2;-8;-2;-1;-1;-1;0
1;2;-1;0;0;-1;-1;-2;0
4;7;14;-2;-2;3;3;5;0
-1;0;-2;-3;-4;-3;-4;-5;0
-1;-1;10;3;2;3;2;1;0
9;13;3;9;7;6;5;7;0
-10;-16;-10;1;-1;-5;-4;-9;0
3;12;2;29;9;5;11;4;1
-6;-12;-26;4;-2;-4;-9;-6;1
-5;-1;-17;2;0;-2;-7;-4;1
1;3;6;-3;-3;-6;0;3;1
2;13;14;14;-2;2;-4;-4;1
-6;-9;20;20;16;7;-4;-11;1
3;1;-8;6;-10;-2;6;7;1
1;6;-24;-41;-12;-6;2;7;1
-11;-20;-16;-12;-5;8;1;-7;1
-3;2;-9;15;19;4;-4;-1;1
-9;-16;7;-19;-10;-1;7;-2;1
-10;-1;17;-14;-21;-14;-9;-14;1
8;-9;-30;-11;26;11;10;9;1
6;1;15;-3;-16;-21;-8;0;1
-8;-13;-5;-39;-28;-18;-8;-7;1
-5;-5;-11;-34;-11;9;3;-2;1
-5;1;-8;26;17;32;21;8;1
-9;-11;-9;0;0;-1;-7;-5;1
-2;-4;1;0;-3;-5;-2;-1;1
-19;-21;-10;-27;-7;-4;-13;-20;1
4;10;0;6;1;-3;1;3;1
-3;1;-8;-23;0;4;4;7;1
7;7;-4;2;0;-3;3;1;1
0;4;6;12;6;13;10;8;1
-5;-4;1;3;3;22;14;2;1
-4;-2;6;-25;-19;-24;-3;-1;1
-8;0;11;27;-1;24;7;-1;1
-14;-19;-5;2;2;-1;-8;-8;1
-8;8;-6;-14;1;-3;-12;-14;1
1;-6;-5;6;-2;-10;8;5;1
-3;0;16;9;-10;8;-2;0;1
9;8;6;16;4;-5;2;5;1
7;2;3;8;14;15;5;9;1
-2;3;-7;19;31;17;3;-3;1
-2;4;-2;-3;-8;-3;-14;-6;1
-4;-11;4;-3;-13;-11;-10;6;1
-10;-22;-6;-4;2;-14;4;-5;1
-5;-1;14;2;-9;-15;-4;-6;1
17;22;13;34;6;-17;1;11;1
-7;-11;-14;-7;-1;22;5;1;1
4;2;-3;-11;-4;-15;-15;-3;1
11;15;-1;1;-13;-25;-5;7;1
-5;-5;2;-7;-7;-5;-9;-7;1
7;5;-1;5;6;15;6;6;1
5;10;4;-18;-4;16;7;0;1
-9;-13;-12;-4;7;11;5;0;1
-2;0;19;14;-4;-26;-15;-7;1
5;-5;-1;11;6;10;3;3;1
1;8;-1;10;12;20;10;9;1
9;0;12;-10;-19;-37;-10;1;1
-8;-1;-77;6;-14;-31;-16;-13;1
-9;-9;6;6;-5;10;18;0;1
1;0;7;-6;1;16;-5;-4;1
1;4;19;9;-10;-22;1;0;1
-3;-5;-10;-8;-19;-5;-3;-4;1
-12;-2;-7;9;6;-2;-15;-8;1
3;3;5;5;19;-22;-5;-2;1
0;-5;7;22;15;28;2;-10;1
6;16;0;23;23;7;14;13;1
7;1;-1;-2;5;24;12;8;1
2;-2;-6;3;18;13;2;1;1
-7;1;1;13;2;-9;-7;-8;1
-2;-2;3;-16;-25;-15;-11;-5;1
-6;-7;-3;-1;2;-3;12;0;1
9;3;-1;-3;-13;-11;-10;0;1
-4;-7;2;0;-4;-21;-9;-5;1
-1;-4;-14;-24;-2;36;9;1;1
9;4;-10;0;11;-34;-9;4;1
4;8;-6;4;0;-33;2;3;1
-17;-21;2;-5;5;14;12;-9;1
-14;-11;-5;0;13;-4;-8;-11;1
-11;-6;2;-5;-14;-4;-5;-11;1
-4;0;0;-7;-8;19;-4;-7;1
-8;-3;-14;-5;-15;-28;-19;-8;1
3;0;0;-16;-14;8;6;0;1
5;1;8;-8;-18;7;3;-1;1
-4;-1;-1;-6;0;-5;-9;-7;1
0;17;10;12;-1;-19;-1;4;1
-11;-17;-9;-13;-13;28;1;-7;1
10;2;-1;2;-4;-5;-4;0;1
4;5;-2;11;5;-8;3;3;1
7;11;3;13;10;21;27;15;1
-2;-13;-22;-33;-3;7;2;-3;1
2;6;1;6;9;0;-9;-2;1
-11;-11;-2;-19;-15;21;-3;-8;1
-6;-3;-4;0;0;-25;-13;-6;1
-2;-3;10;-6;-2;-10;1;0;1
-5;-6;-5;16;32;24;13;1;1
3;6;2;23;5;-63;-14;-11;1
-8;-16;0;-15;-6;52;-1;-9;1
7;10;8;8;-5;5;9;12;1
1;-2;-14;5;-2;6;9;2;1
3;-1;-3;-17;-32;-25;-12;-7;1
8;9;-13;1;10;10;5;6;1
14;12;11;-2;-2;30;20;17;1
-12;-23;7;-9;-7;22;0;-9;1
-9;-6;1;-24;-45;-49;-27;-15;1
1;-1;12;-1;-7;-3;6;-3;1
-5;4;5;-20;-3;-17;-9;-5;1
-9;-5;-3;0;14;-12;-8;-7;1
14;17;3;19;23;48;38;18;1
-11;-16;-4;-13;-9;15;1;-5;1
-2;-4;-4;-4;0;-22;-12;-7;1
-5;-18;-10;-8;-20;-23;-29;-10;1
-6;-4;0;1;8;16;12;-3;1
3;0;7;5;-9;5;-62;3;1
-6;-8;-11;-14;-3;-14;-24;-9;1
-10;-6;-15;-5;-14;14;4;-6;1
-1;-10;-8;-7;-7;-15;-1;3;1
-1;2;12;18;10;18;4;0;1
-3;3;9;-5;-4;-13;-8;-5;1
-3;2;12;9;-19;-11;-12;-15;1
-11;-15;-6;-11;-16;-28;-8;-4;1
9;10;6;-3;-17;-9;1;4;1
10;10;-6;-8;-19;-45;-16;1;1
17;8;8;18;25;73;37;25;1
-7;-4;-5;-15;-10;-1;7;-5;1
19;14;0;15;12;6;5;12;1
10;11;5;5;2;14;6;8;1
2;-1;-5;9;7;9;8;4;1
-17;-29;-8;-23;-24;-30;-19;-17;1
5;-1;-7;-11;-26;-38;-16;-4;1
-16;-20;-4;-25;-22;-14;-11;-13;1
11;19;10;13;10;13;8;8;1
-3;3;9;-8;33;27;5;3;1
-4;-5;6;5;-1;-5;8;1;1
-2;-2;-3;2;11;43;7;0;1
13;10;7;10;-6;-10;1;3;0
11;0;12;-8;-11;-1;10;14;0
-16;-17;-5;-10;-19;-18;-12;-14;0
-10;-5;-1;-11;-5;0;-6;-11;0
-2;-3;8;0;-7;-15;-6;1;0
7;15;2;1;-12;13;2;2;0
4;1;-1;-7;5;0;4;4;0
6;1;10;-13;-49;-22;-12;-4;0
-11;-12;1;0;14;11;5;-3;0
-6;-1;1;4;1;-10;6;-5;0
-2;-16;-5;-13;-19;-26;-19;-4;1
3;1;2;12;12;43;27;14;0
7;9;3;2;-15;-25;-9;-1;0
-2;7;6;8;2;19;-3;-2;0
-7;-5;-6;-13;4;1;-7;-3;0
-1;3;-1;-17;-27;-51;-21;-5;0
0;8;-4;-12;-24;-28;-15;-8;0
0;10;5;6;17;-4;-14;-8;0
-3;3;3;4;4;15;12;2;0
-3;4;-2;2;-11;-23;-12;-5;0
-7;-9;-2;-5;1;-5;-9;-5;0
1;-5;2;1;13;8;-1;1;0
3;-4;3;-3;3;-1;4;4;0
-3;-4;2;-14;-22;-4;-7;-2;0
1;-1;4;-8;-7;-4;3;1;0
4;4;5;4;0;7;3;3;0
-2;0;-1;1;-3;-3;-1;-1;0
2;2;0;-1;-8;-4;-4;0;0
0;-2;1;3;8;-1;2;0;0
-3;-4;-2;-4;-16;-7;-6;-6;0
-1;-2;-1;0;-4;-2;0;0;0
-1;-4;-3;0;-2;0;-2;0;0
0;-2;1;-2;-2;0;-1;-1;0
-2;1;1;0;1;-2;-1;-1;0
1;1;-3;-2;-1;1;-1;0;0
0;-1;0;0;-1;1;1;0;0
0;-2;2;0;-1;-1;1;-1;0
-2;0;-2;-1;0;0;-3;-1;0
-1;0;1;-2;1;0;-1;0;0
-1;-1;-2;0;-1;0;0;-1;0
-1;-1;-3;-1;-1;-1;-1;0;0
-1;-1;1;-4;-4;-3;-3;-3;0
-2;-1;0;-1;0;-3;-1;-1;0
0;-1;3;-2;0;1;0;1;0
-2;-1;0;0;0;-1;-2;-1;0
0;0;0;1;-1;0;-1;0;0
1;-2;-2;-1;-1;-2;-1;-1;0
0;-3;0;-2;-2;-1;-2;-1;0
0;-1;0;-1;-3;-1;-2;-1;0
-3;-1;1;-2;-1;-1;0;-3;0
-1;0;0;2;-1;-1;1;-1;0
-1;-2;-2;0;-2;-1;-2;-2;0
-1;-2;-1;-1;-1;-2;-1;-2;0
-1;3;1;-2;0;0;-1;-2;0
1;0;2;1;0;-1;-2;-1;0
-2;-1;0;1;-1;0;0;-2;0
-1;0;1;0;-1;0;-2;-2;0
-1;0;-1;0;0;1;-2;0;0
-1;-3;0;-2;0;-1;0;-1;0
-2;-1;-3;0;0;0;-1;-1;0
-1;0;2;0;-1;0;-1;-1;0
0;-1;5;0;2;2;2;1;0
-1;0;-2;-2;-2;-1;-1;-2;0
-1;0;0;-2;-1;-1;-1;1;0
-2;0;1;-2;-2;-1;-1;-2;0
-1;-1;0;0;-3;-2;0;-2;0
-1;-1;-2;-2;-1;0;-2;-2;0
0;-2;2;0;-1;0;-2;-1;0
1;-3;4;0;1;0;0;0;0
-1;-1;1;1;0;1;-2;1;0
-1;-1;2;1;0;-2;-1;-1;0
-1;-1;-1;-3;1;-1;1;-1;0
0;-2;-1;-1;-1;0;-1;0;0
-2;-1;1;0;0;-3;-1;-2;0
-3;-2;0;-1;1;-1;0;-1;0
-1;1;0;-3;-2;-2;0;0;0
-1;-1;-5;0;0;-2;-1;0;0
-1;-1;0;-1;-1;-1;0;-2;0
-1;-2;-3;0;0;0;-1;-1;0
-2;-1;-2;0;-1;-3;1;-1;0
-2;-1;-4;-6;-4;-2;-2;-1;0
-1;-1;-4;0;-1;-1;-2;-2;0
0;-1;-3;-3;-2;-1;0;-1;0
-2;0;2;-1;-2;-1;-3;-1;0
0;0;3;-1;-1;0;-1;-1;0
-1;-2;0;0;-1;0;-1;-1;0
-1;-1;3;0;1;-2;0;-1;0
1;0;1;10;5;2;1;2;0
0;-3;5;0;1;-1;0;-2;0
-2;-1;0;-5;-1;-2;-1;-2;0
0;1;0;0;1;-1;0;-1;0
2;-3;1;-3;-2;-1;-1;0;0
-1;0;2;-4;-2;-1;-2;-2;0
-1;-1;-2;0;-2;1;0;0;0
0;-1;1;0;0;-2;0;-1;0
0;0;-1;-2;0;0;-1;-2;0
-1;-2;-1;-3;0;2;-1;0;0
-1;0;0;2;0;1;0;-2;0
1;-1;-2;0;0;1;1;0;0
-2;-1;-2;-2;0;-1;-2;-1;0
0;-1;2;-1;0;0;-1;0;0
-3;-2;0;-1;0;-1;-2;-1;0
2;1;1;2;2;-1;-2;0;0
-1;-1;1;-2;0;-2;0;-3;0
-1;-2;0;-1;-2;1;0;0;0
-1;0;2;-1;-2;0;0;-1;0
0;1;-3;1;1;2;-1;0;0
0;-1;-1;-1;1;0;-1;-1;0
-1;-2;-2;0;0;0;0;-4;0
-1;-2;1;-2;1;1;-2;-1;0
-1;-1;1;-2;-2;-1;-3;-2;0
-1;-2;1;0;-1;2;0;-2;0
-1;-1;-1;-2;-2;-1;-2;-1;0
2;0;1;3;2;-1;0;2;0
0;2;-4;-1;-1;0;-1;0;0
-2;-1;0;1;1;3;1;0;0
0;-1;-2;-2;-1;0;-2;-1;0
-2;-3;1;-2;-1;0;0;-2;0
2;2;-3;-1;0;-2;0;-1;0
2;-1;1;0;1;2;0;-2;0
-1;-2;0;-1;-2;-1;0;0;0
1;-4;1;-3;-1;0;0;0;0
-5;-5;0;-5;-3;-4;-3;-3;0
-4;-5;-5;-6;-1;-2;-2;-2;0
2;1;-2;8;2;0;-1;2;0
-1;1;-2;-4;-5;-1;1;-1;0
-3;-3;1;2;1;-3;-2;-3;0
-2;-5;2;-7;-3;-1;-1;-1;0
8;10;0;34;15;14;8;7;0
-4;-4;1;-3;-3;-6;-4;-5;0
-2;-5;-4;-16;-5;-2;-2;-4;0
0;-1;9;-3;-9;-6;-4;0;0
3;6;1;-7;-5;-2;-4;-2;0
-8;-2;-2;-10;-9;-10;-10;-6;0
2;3;13;3;-4;-4;3;5;0
12;18;-4;37;13;9;8;9;1
8;11;11;23;7;8;6;6;1
-4;-1;-23;-53;-11;7;-1;-2;1
-4;-10;6;-19;-14;-4;-2;1;1
3;12;4;8;-2;-11;-6;3;1
0;-14;7;2;-7;11;-5;-3;1
-5;5;21;-22;-8;-29;-5;-8;1
2;10;-24;26;5;-30;3;2;1
-11;-19;-25;-16;-4;6;-12;-8;1
-2;-4;-27;-26;-4;-42;-13;-2;1
2;16;0;25;13;6;-8;3;1
12;20;7;6;10;17;18;7;1
-2;0;11;4;-4;-34;-11;-2;1
-4;-21;-3;-43;-19;-18;-16;-10;1
-10;-18;-4;-2;-6;-21;-8;-16;1
-3;2;-8;-19;18;28;6;-1;1
10;7;2;7;-9;2;10;13;1
-4;-6;-19;-45;-18;-31;-14;-6;1
-13;-26;-15;-31;-24;-20;-9;-12;1
13;21;-4;32;37;54;35;20;1
2;8;21;13;-11;-29;-2;1;1
-4;-9;-4;4;-2;14;-3;-12;1
5;-8;-3;10;0;5;18;9;1
11;15;17;22;11;21;18;16;1
-4;-10;17;25;0;-14;-12;-8;1
11;4;-7;-5;2;19;14;13;1
-4;-9;11;-22;-6;25;0;-4;1
3;10;17;76;32;13;13;10;1
1;4;-4;3;14;29;13;5;1
-9;-19;-18;-4;-6;-5;-3;-3;1
6;1;-9;-16;-1;0;4;6;1
-4;-15;-14;-18;-19;-20;-9;1;1
11;22;7;-6;7;1;4;5;1
-10;-17;-11;-30;-12;-6;-9;-7;1
-3;-6;-4;-7;-10;-14;-2;1;1
4;0;5;8;5;15;20;11;1
-2;-8;-7;-1;7;-12;-9;-2;1
-7;-6;0;11;9;-24;-3;-6;1
-17;-6;1;-15;4;40;2;-14;1
-1;0;5;9;-1;-2;3;2;1
6;-4;5;-6;-4;-14;-12;-9;1
-17;-15;5;-25;-23;-28;-9;-13;1
0;0;-7;15;10;20;14;8;1
-3;-5;-11;-42;-4;0;-8;-3;1
14;7;11;23;1;-12;1;12;1
1;6;3;3;5;33;8;2;1
-3;-6;-21;-15;-5;3;-5;-2;1
-1;1;-1;1;2;8;-4;-7;1
15;25;7;28;3;2;13;14;1
-12;-4;4;-10;-7;-6;-10;-10;1
-7;-19;-3;-18;-23;-13;-11;-13;1
11;13;-12;-6;4;-1;-1;3;1
3;2;6;9;0;-67;-18;-1;1
8;12;7;22;20;-28;2;12;1
-12;-20;-16;-23;-5;18;-7;-9;1
4;3;3;-4;14;50;22;12;1
16;12;6;5;0;-11;-2;12;1
-1;-7;-5;-15;-25;-42;-26;-8;1
5;13;3;10;5;16;9;8;1
-3;0;-1;4;8;3;-5;-8;1
-1;7;13;2;-13;-20;-12;-5;1
12;16;5;12;5;12;8;6;1
-7;-7;-16;-21;-17;-9;4;-5;1
-1;6;21;11;6;-7;1;0;1
1;-3;7;12;11;27;16;6;1
