Sensor 1;Sensor 2;Sensor 3;Sensor 4;Sensor 5;Sensor 6;Sensor 7;Sensor 8;Resultado
1;1;-7;5;2;0;-1;-1;0
1;-4;-2;6;7;3;3;0;0
-1;2;0;8;0;0;1;3;0
4;1;4;2;1;1;2;2;0
1;2;-2;8;2;0;0;2;0
0;1;-3;-1;-2;1;0;0;0
-2;-1;-1;-5;-3;-3;-1;-2;0
0;-1;-3;2;1;0;1;-1;0
2;-1;7;5;4;2;2;3;0
-1;-2;0;-2;-1;0;0;-1;0
0;0;2;1;1;1;0;1;0
0;-2;2;-2;0;1;-1;0;0
0;-1;2;0;-1;-1;0;1;0
0;0;-3;-5;-2;-2;0;-2;0
2;-2;4;8;2;4;2;1;0
-1;0;-5;-4;-3;-4;-3;0;0
0;1;0;1;0;-1;-1;-2;0
-2;-3;1;0;-1;0;0;0;0
0;1;-1;1;-2;-1;-2;-1;0
1;-2;2;-2;-1;-1;-3;-2;0
-2;-2;-2;-1;-1;0;1;-1;0
1;0;-6;-1;-1;-2;-2;-2;0
0;-1;-2;-1;0;-2;-2;-2;0
-2;-4;-4;-1;-1;-1;-3;-2;0
0;-1;-3;-2;-2;0;-2;-1;0
-1;-2;8;-1;0;0;-1;-1;0
-1;1;0;-2;-2;-1;0;-1;0
-2;-2;4;-1;0;-1;0;0;0
1;2;4;0;0;-2;0;1;0
-1;-1;2;-2;-1;-3;-1;-2;0
1;-1;7;-1;-3;-1;1;-1;0
-2;0;-2;1;1;0;0;-1;0
-2;1;-3;-1;0;-2;-2;-2;0
0;-1;-1;-2;-3;-2;0;0;0
-1;0;-2;1;-2;-1;-2;-2;0
0;-1;-5;-2;-1;0;-3;0;0
0;-1;-2;1;0;-2;-1;-3;0
-2;-2;-4;-1;-2;-2;0;0;0
-1;-3;-9;-3;-1;-1;-2;-1;0
1;-1;-5;1;-2;2;-1;0;0
0;-1;-3;-1;1;-1;1;1;0
-2;0;-3;0;-3;-2;-2;0;0
2;-2;0;0;0;-1;-1;0;0
0;-1;-1;4;1;3;-2;-1;0
-1;3;-6;0;-1;-1;-3;-3;0
0;-1;-8;2;0;-1;1;-1;0
-2;0;-2;0;-1;-1;-2;0;0
-1;0;1;-1;0;-2;-2;1;0
0;-1;-1;-2;-1;-2;-1;-1;0
-2;-3;1;-4;-2;0;0;-2;0
0;0;0;-1;-2;-1;2;0;0
-1;-1;6;-1;2;1;-2;-1;0
-3;-1;-2;-3;-5;-2;-3;-5;0
1;-2;1;0;-1;1;-1;0;0
0;-3;-2;-1;1;0;-1;-2;0
-1;-2;-3;-1;0;-1;-2;0;0
0;-3;-2;-1;0;-1;-1;-3;0
-3;-3;0;0;0;2;-1;0;0
0;-4;1;-3;1;1;2;1;0
-1;0;-1;-2;-3;-3;-2;-3;0
-2;-3;-4;-6;-2;-4;-3;-4;0
0;0;3;1;-1;-3;-1;-1;0
-1;-2;-2;1;0;-1;-3;-3;0
0;0;3;2;1;1;1;0;0
-1;1;2;0;-1;-2;0;-1;0
0;-2;2;-3;0;1;1;-1;0
-1;0;-2;-3;-1;-1;-3;-1;0
-1;-1;-1;-1;-2;-1;0;-1;0
0;1;-2;-1;0;-2;1;0;0
-1;1;-6;-2;-2;-3;-1;-2;0
0;-1;-11;-4;-2;-2;-4;0;0
-2;-1;-8;-2;-3;-3;-3;-2;0
-1;-2;-4;-2;-1;-1;-2;-1;0
-1;-1;-2;-1;0;-2;-1;-1;0
0;-1;3;-1;-2;1;-1;0;0
0;-1;2;1;2;0;0;-2;0
-2;-3;5;-5;-2;-3;-1;-3;0
-1;0;0;-2;-2;0;-3;-2;0
-2;-2;8;-1;-1;-1;-1;0;0
-3;-2;0;0;0;-1;-2;0;0
1;0;7;2;0;-2;0;0;0
0;-1;1;1;-2;1;-2;-3;0
-4;-1;-4;0;0;1;-2;-2;0
0;1;-5;-1;-2;-2;-1;0;0
0;0;3;0;1;-1;2;0;0
0;-1;-3;-1;2;2;0;-1;0
0;-3;0;0;0;2;1;3;0
0;0;1;-1;-2;-1;0;1;0
-1;2;-1;3;2;-3;-2;-1;0
-1;-2;-5;-1;0;-2;-3;-2;0
1;1;-6;-1;2;-4;0;1;0
-3;-2;-2;-1;-1;-1;-2;-2;0
1;-4;-4;-2;-1;-1;1;1;0
-1;0;1;-1;-1;0;2;1;0
-1;1;2;2;0;0;-1;-1;0
1;0;7;1;0;2;4;3;0
-2;-6;2;-1;-5;-2;-1;-3;0
0;1;4;5;6;4;2;1;0
2;4;1;4;3;1;1;0;0
4;-2;17;7;4;5;2;3;0
-1;0;-3;-3;-5;-3;-1;0;0
-2;2;-11;-7;4;3;3;-1;0
-2;-5;1;-5;-1;1;2;0;0
2;3;-15;-11;-5;-5;-4;3;0
-3;-8;-2;16;3;5;11;2;0
0;-3;1;-8;-9;5;2;-2;0
10;18;6;16;5;6;3;7;0
-6;-9;-10;8;3;-1;-1;-4;0
10;6;7;40;19;-1;4;9;1
-9;-19;-14;-34;-5;0;-8;-7;1
7;11;12;44;15;4;6;8;1
-2;-4;-9;-13;8;10;3;0;1
-7;-21;1;-9;-10;-13;-13;-8;1
0;-1;8;-1;-7;0;-1;-2;1
-3;7;33;42;4;-4;-5;-5;1
21;18;20;60;25;25;21;19;1
-11;-15;1;-3;-9;-9;-10;-11;1
-19;-32;-18;-78;-20;-16;-4;-8;1
2;6;21;32;25;23;10;11;1
-29;-36;-15;-58;-20;-1;-16;-24;1
3;5;2;13;4;23;22;12;1
8;7;12;18;-6;-10;-5;5;1
8;6;10;44;23;7;12;6;1
8;1;22;82;26;11;0;0;1
3;6;-1;16;20;29;9;9;1
-8;-10;-6;-53;-19;-8;-9;-9;1
6;2;-19;-18;1;15;1;2;1
0;4;-4;-4;-5;14;-9;2;1
7;9;4;17;-1;-33;-4;3;1
2;-6;21;35;19;18;8;1;1
19;15;7;15;-4;-38;2;15;1
-3;-6;4;0;-3;-24;-13;-7;1
4;3;34;10;20;49;26;13;1
-15;-7;-6;14;-3;-44;-20;-15;1
-2;6;6;-9;-7;5;4;-2;1
-3;-13;-5;1;-2;-7;0;2;1
8;10;-9;-8;2;6;7;3;1
-11;-13;-16;-13;-12;-14;-12;-9;1
-11;-11;-2;-7;5;11;-1;-6;1
0;0;-1;-1;-24;-15;-4;1;1
-7;4;11;13;-1;11;3;-1;1
4;-9;7;-1;-4;-29;-8;-1;1
5;-3;-2;11;7;-6;5;3;1
2;8;-4;-4;4;4;-4;4;1
-4;-8;-2;0;8;41;8;5;1
-1;14;10;17;2;-3;8;-3;1
-8;-16;-10;-7;-6;-26;-16;-12;1
29;23;9;44;11;0;4;24;1
-5;-10;0;-1;2;3;0;-6;1
2;5;-9;-2;-1;-31;-5;1;1
11;12;-9;5;4;11;8;11;1
-15;-30;-1;-5;-11;-10;-13;-15;1
0;1;3;-3;-8;-3;-13;-12;1
-2;6;9;35;8;-3;6;-4;1
-4;-11;-14;-22;5;-31;-16;-5;1
-8;-8;4;9;5;34;13;3;1
13;10;22;42;20;29;22;19;1
-8;-1;5;-4;0;-4;-5;-9;1
-1;-8;-7;-4;6;0;-1;0;1
-5;-6;6;12;-13;-18;-10;-5;1
-6;-12;-6;-5;2;16;1;-3;1
-5;-6;3;-2;1;7;4;1;1
-1;6;-19;-16;0;-7;11;1;1
-5;-3;0;-21;-8;14;-7;-7;1
1;-3;-7;-7;5;-3;1;2;1
1;-5;6;-1;-8;-17;-7;-3;1
-5;-9;4;-15;-21;-20;-17;-3;1
2;9;4;9;-12;11;22;10;1
-4;-7;-10;-3;7;18;7;2;1
14;5;2;3;4;11;19;18;1
-3;2;2;-4;0;5;-1;-4;1
6;8;-8;3;11;-23;-13;-6;1
4;10;11;13;7;-5;6;6;1
0;-2;3;1;-1;-5;-9;-9;1
-4;-14;-11;13;7;-5;9;1;1
3;15;12;16;16;9;-2;-2;1
-6;-10;-9;-15;-23;-32;-12;-2;1
7;14;14;40;3;26;7;0;1
-3;-1;11;12;-4;-17;7;3;1
-7;2;-1;-14;-7;-6;-3;-8;1
-10;-3;-6;-12;1;3;-5;-4;1
-1;0;-15;5;-2;-28;-4;1;1
-1;-8;-5;-21;-14;-18;-10;-8;1
3;6;12;21;21;7;-8;1;1
-1;3;0;2;0;-14;1;7;1
-11;-6;1;1;-9;8;-10;-17;1
-8;-9;-7;-13;-27;-11;0;-3;1
-4;-5;7;8;26;49;19;3;1
-14;-18;7;-21;-31;-47;-31;-19;1
-4;0;2;-3;0;-5;-8;-8;1
9;15;13;13;17;25;17;10;1
3;-13;-13;6;28;53;32;16;1
4;13;2;4;-7;-19;14;1;1
4;4;-7;-10;-12;-42;-16;-1;1
-2;-4;-5;-3;19;25;-1;-2;1
1;13;3;3;13;19;6;1;1
-12;-13;-2;-20;-11;-40;-4;-6;1
-6;0;9;0;2;-10;-6;-15;1
-8;-6;-1;1;6;-9;-10;-10;1
-4;1;1;10;11;-9;-1;9;1
8;8;0;-11;19;50;7;3;1
-8;2;7;1;-19;-21;-13;-16;1
4;13;1;-2;-10;-41;-12;-8;1
-12;-12;10;-6;-25;-16;-7;-14;1
3;-5;3;-16;-16;-15;-9;0;1
-3;4;0;-5;-8;-40;-13;-5;1
5;-2;11;-4;-8;22;6;4;1
-2;5;-1;-7;-6;9;7;-1;1
-4;0;-2;1;14;22;0;-4;1
-6;-7;-10;-5;-1;-17;-6;-5;0
-1;-1;-16;1;-4;-2;0;1;0
-3;-4;-3;-3;2;3;-4;-5;0
-4;-1;-11;-3;2;16;6;-1;0
-1;-3;4;-8;-9;-12;-5;0;0
-2;0;6;9;-5;-9;1;-1;0
-2;1;8;0;4;-4;-2;-3;0
-3;-4;-9;-2;-26;-5;-5;-2;0
0;-2;-1;8;-9;-2;2;2;0
-2;-1;7;-6;-6;-7;-5;-2;0
3;-6;1;-2;-2;-8;-6;-3;0
4;0;-19;8;5;2;2;5;0
-1;1;-7;-7;-10;-4;-5;-4;0
-2;-1;-12;-3;13;1;0;0;0
-2;0;5;-3;-2;-1;-2;-4;0
0;0;-3;-3;3;-1;-3;-2;0
1;-6;5;2;13;5;2;1;0
-8;2;10;6;-2;1;-2;-2;0
-5;1;-4;-4;-8;-4;-6;-7;0
0;-4;-14;5;21;3;1;-2;0
0;0;-6;0;-4;-2;-2;-4;0
2;1;6;2;-4;1;0;1;0
-2;-2;8;-3;2;-2;-3;-2;0
1;-1;-3;-2;-1;-1;0;-1;0
1;2;0;4;-4;0;-1;3;0
-2;0;-5;0;-2;0;1;-2;0
0;-3;2;-2;-2;-1;-1;-2;0
1;-2;-2;1;0;0;0;1;0
-2;-1;-2;-2;0;1;-4;-2;0
-1;2;4;-2;-2;-2;-1;-1;0
0;-1;2;0;0;0;1;0;0
-1;0;0;-1;0;1;-1;-2;0
0;0;-1;1;-1;-2;-1;-1;0
1;0;-3;1;0;1;-2;-1;0
-1;0;0;-1;-1;-2;-2;0;0
-2;-1;1;-1;0;-1;0;0;0
-1;-2;-2;-3;0;-1;-2;0;0
-2;-3;5;-1;-3;-1;-1;-1;0
-2;-1;1;-3;-3;-2;-2;-2;0
0;-1;-8;-1;-2;-1;-2;0;0
0;3;-5;-1;1;0;-1;0;0
-1;1;-11;0;-1;-1;-3;-1;0
-2;1;-11;0;2;-2;-1;-3;0
-1;0;-3;1;0;0;0;1;0
-1;0;-2;-1;-3;-2;-2;0;0
0;1;-3;2;-1;0;0;0;0
0;-1;1;-1;1;1;0;-2;0
-2;-1;-3;0;-1;-1;-1;-2;0
-1;0;-7;-1;-1;-2;-1;-1;0
1;-1;2;-2;-2;-1;1;1;0
-2;-1;3;-2;0;-2;-1;-2;0
-1;-1;-1;2;0;-3;-2;-2;0
2;0;1;-1;1;0;-2;1;0
-1;0;2;-2;1;-1;-1;-2;0
-1;-1;-3;-1;-3;-2;-3;-3;0
-3;0;0;-2;-4;0;-2;0;0
2;3;-1;0;0;0;-1;-1;0
1;-4;2;-2;0;0;1;1;0
0;-2;-2;-1;0;-2;1;-1;0
-3;-4;-9;-5;-2;-3;-2;-1;0
1;-1;-4;1;-3;-1;-1;-1;0
0;-2;-2;-1;0;0;0;-1;0
-1;0;2;0;-1;-2;-2;-2;0
-1;-2;-4;0;0;0;0;-1;0
2;-2;2;0;1;-1;-1;-1;0
-2;0;0;-3;-1;-2;-3;-1;0
-1;0;3;-2;-2;-1;-1;-1;0
0;-1;-4;-6;-4;0;0;-1;0
-1;0;3;0;-1;0;1;1;0
-2;-2;2;-3;-2;0;-3;0;0
-3;1;-2;-1;0;1;0;-1;0
-1;-2;3;-2;-1;-2;0;-1;0
-1;-3;2;1;3;0;-1;2;0
1;-2;2;-1;-1;-1;-1;0;0
-1;-1;-7;2;1;-2;-4;-1;0
0;1;-2;0;0;-2;-1;-3;0
0;-2;2;-1;0;-1;1;0;0
-2;-1;-1;-2;-1;-2;-1;-3;0
0;-2;-5;-1;-1;0;0;0;0
-2;-2;-2;0;-1;2;-2;-1;0
-1;1;-2;-2;-2;-2;-1;0;0
0;-2;1;-4;-1;1;2;3;0
0;0;2;0;0;0;-1;-2;0
-1;-2;3;-1;-1;-1;0;0;0
-2;-1;2;0;0;-2;0;-1;0
2;-1;5;11;7;4;4;4;0
-3;-1;0;0;-1;-3;-1;-3;0
-2;0;-2;-2;-1;-1;1;-2;0
-2;-1;-4;-2;-1;-1;0;0;0
3;-2;-1;-1;0;0;0;-1;0
-2;-4;1;-2;0;-1;-1;-2;0
0;0;1;2;0;-1;0;1;0
-3;-4;0;-6;-5;-2;-2;-3;0
-2;-2;-6;-4;0;1;2;0;0
1;2;3;4;3;0;0;0;0
-2;-2;1;-4;-3;-5;-4;-3;0
-3;-1;-4;-2;-2;-2;-2;-2;0
1;3;-2;3;3;0;0;2;0
0;1;6;2;2;3;0;-2;0
1;-4;0;-9;-3;0;-2;-1;0
1;4;-8;3;2;-3;-1;-2;0
2;-3;-5;-6;-3;-1;1;-1;0
0;-1;1;4;0;3;2;2;0
2;2;-13;-5;-6;-7;1;-1;0
-9;-4;-12;-14;-6;-7;-3;-7;0
-2;-3;8;6;-1;-5;-7;-3;0
5;9;1;-12;-7;-3;2;1;0
-12;-23;6;-18;-15;-16;-19;-11;1
9;16;-14;13;8;11;8;8;1
-22;-19;10;-27;-5;-11;-15;-21;1
1;-5;21;30;1;5;2;5;1
-7;-7;4;-27;2;6;-3;-6;1
1;-2;-8;1;10;6;0;0;1
-1;1;-6;10;5;-4;7;2;1
-6;-4;-21;-36;0;8;-2;-6;1
-4;-14;-16;-10;-11;-5;-5;-2;1
-4;-9;-16;-29;-17;-8;-7;-3;1
-5;-13;-3;-19;-15;-4;-5;-2;1
9;14;5;30;2;0;2;4;1
-9;-25;-28;-37;-11;-7;-6;-9;1
-8;-13;-5;0;5;0;-11;-7;1
3;3;-8;-2;0;0;2;2;1
-3;7;-11;6;3;3;7;-1;1
3;-7;-11;-35;-17;-11;-4;-3;1
-2;-2;-4;-6;-1;0;2;-2;1
-8;-13;9;-20;-2;-11;-12;-10;1
2;0;0;3;-5;-5;-5;2;1
13;0;4;18;20;25;17;11;1
-3;-6;-5;9;3;0;-5;-6;1
-3;-2;-13;9;0;4;-2;-4;1
-5;-8;-33;-52;-23;-23;-4;-3;1
-2;5;7;-3;4;22;12;8;1
1;-6;7;27;-1;15;6;5;1
-12;-7;-14;-13;20;15;3;0;1
-10;-9;-5;-11;-11;-7;-9;-7;1
3;3;8;0;9;6;8;5;1
1;2;-5;-28;-12;0;-5;-6;1
2;0;9;17;-8;-11;-5;-3;1
3;0;-20;-27;1;-8;-3;1;1
-3;-3;-11;-30;-8;2;-7;-7;1
-2;-8;-40;-63;9;1;-4;-2;1
-10;-14;-3;-1;-6;-16;-5;-6;1
-2;-7;14;5;-17;-8;-2;-1;1
-2;3;-11;-17;-9;-9;0;1;1
12;26;-19;0;32;49;22;13;1
0;6;-8;-2;-1;7;6;2;1
8;8;-2;-5;-3;17;5;1;1
-2;0;-13;-9;9;2;2;4;1
-11;-16;5;-4;-1;0;-8;-9;1
4;-2;-14;-5;-2;-11;0;-1;1
6;4;-36;7;5;-12;6;11;1
-14;-10;18;11;-6;-5;-3;-11;1
-2;-9;-12;1;3;8;-8;-5;1
-5;-3;1;-8;-10;-11;-10;-6;1
16;19;20;54;17;7;12;13;1
-2;4;2;-12;11;23;6;-3;1
-9;-6;-44;-53;-3;-10;-15;-8;1
-8;-22;-12;-45;-9;-7;-2;-4;1
-3;-6;-19;-28;-4;-7;-13;-5;1
-21;-20;2;-17;-16;-9;-4;-6;1
-8;-4;-6;-3;2;-12;2;-4;1
-2;13;7;9;1;-4;6;-1;1
3;9;-10;23;15;36;9;2;1
-10;-9;6;11;-15;-25;-7;0;1
7;13;-19;27;8;37;17;9;1
-5;-6;-6;-2;-6;-18;-11;0;1
13;1;22;11;-7;-10;-4;1;1
7;15;-4;-8;4;7;-2;2;1
-7;-3;-6;-18;-9;-1;-10;-13;1
-7;-11;-12;-32;-1;1;-9;-5;1
-14;-19;1;-8;-7;-32;-14;-12;1
-2;4;-17;-4;-2;-6;4;5;1
-9;-14;-1;-12;-9;-5;-2;0;1
1;0;-12;3;15;18;9;7;1
1;6;8;-14;-7;-3;-10;0;1
-13;-9;6;-15;-13;-11;-17;-19;1
6;1;-4;3;8;-1;-3;3;1
13;8;-2;3;17;31;7;10;1
0;10;0;4;-6;-32;-10;-3;1
12;14;0;3;11;29;12;10;1
14;11;-1;2;-11;28;18;18;1
8;0;-9;-10;15;-3;11;12;1
-12;-17;-18;-36;-11;15;-2;-7;1
-7;-13;10;-6;-5;-32;-5;-1;1
8;17;21;36;8;1;5;8;1
3;1;-15;11;33;-14;-10;-4;1
-13;-12;-14;-6;18;3;2;-8;1
-3;0;6;9;0;21;15;1;1
6;0;9;2;15;3;-7;-6;1
10;11;-22;-29;-26;-7;-7;7;1
-6;-11;-5;-5;4;-1;-2;-13;1
-1;2;-2;-1;4;6;7;1;1
-2;-3;40;61;30;22;14;8;1
-5;-11;-8;-51;-27;-8;-11;-4;1
12;18;-5;17;14;-24;4;15;1
-1;-9;-3;-11;-7;11;4;2;1
4;-6;-17;-10;2;-5;3;8;1
1;-2;-11;-26;-4;7;-8;-7;1
2;7;-12;5;21;41;17;4;1
-4;-16;-7;-21;-1;-15;-9;-10;1
-6;-3;0;-6;-11;-13;-7;-10;1
1;-9;1;-31;-13;8;2;8;1
3;20;2;19;2;-47;-3;-5;1
-1;-7;-5;5;-2;-14;6;-1;1
4;13;6;12;-6;1;1;-1;1
12;14;-13;7;8;-16;-4;9;1
-10;-18;-39;-23;-13;4;0;-5;1
-1;6;-7;4;-14;-25;-20;-4;1
-1;-5;-5;-31;-2;24;8;0;1
5;-19;-18;-23;-2;-13;5;8;1
2;3;-5;-1;0;9;6;0;1
6;21;18;21;-5;-14;-4;0;1
7;-4;17;16;2;22;13;5;1
-2;-1;7;-8;-14;-7;-5;-6;1
14;8;-12;-1;-6;-19;6;10;1
-7;-12;-9;-35;-3;44;15;2;1
-3;0;8;-7;6;23;10;7;1
-3;-2;-16;-10;-10;-44;3;1;1
-12;-10;1;-5;-8;-13;-4;-12;1
8;0;-4;34;3;29;6;3;1
-2;6;8;10;-1;19;-9;-7;1
0;-6;-1;-25;-29;11;-14;-13;1
20;9;7;19;6;-40;1;10;1
-5;-14;-3;4;18;-4;1;-5;1
2;-5;-20;-6;-6;24;7;7;1
4;17;16;22;12;-7;3;2;1
-4;3;-3;-2;-1;-19;-12;-5;0
1;-3;13;-2;17;11;2;2;0
2;-2;8;1;3;-3;0;0;0
-1;2;10;4;17;13;7;2;0
-1;0;3;3;-3;-13;-1;3;0
0;2;-8;8;17;12;3;0;0
1;-3;-7;-5;-14;-8;-1;2;0
-3;-1;5;-4;-4;1;0;-3;0
1;3;11;-1;-3;-1;0;0;0
0;-6;2;-5;1;1;1;0;0
-1;-2;-6;-9;-5;0;-2;0;0
-1;-3;-6;-1;0;-1;-1;-4;0
-1;-2;-1;-3;1;2;0;0;0
-3;-4;2;-3;-1;-3;0;0;0
0;1;5;-1;0;-5;-3;-2;0
1;1;-2;1;0;-1;-1;-1;0
5;1;3;8;7;4;5;3;0
-2;-3;0;-3;-2;-2;-2;-2;0
-2;-2;-6;-2;-3;-3;0;-1;0
-3;0;-1;-3;-2;-3;0;-2;0
-2;-2;1;-2;0;0;-1;-1;0
-1;-1;-1;-1;-1;0;-1;-2;0
4;1;2;11;6;4;5;4;0
-1;-2;-3;-5;-2;-5;-1;-2;0
2;0;0;-1;1;0;1;-1;0
-1;-2;7;-2;-1;-2;-1;0;0
-1;0;-6;0;-2;-2;-1;2;0
-1;-1;-6;0;-2;0;-1;-1;0
0;-1;-4;0;-1;-1;-1;0;0
-1;-2;-4;-6;-1;-2;-3;-3;0
1;0;3;-1;-2;-1;-1;-1;0
-1;-1;-1;-3;-3;-2;-1;-1;0
-2;-1;3;0;1;-1;0;-2;0
1;-1;0;0;-1;-1;-1;1;0
-2;-2;-3;-5;-2;0;-3;-4;0
-1;-2;-2;-1;0;-2;0;0;0
-2;1;2;-3;-1;-1;-1;-1;0
0;0;2;1;0;1;-1;-1;0
-2;2;-2;-1;-1;-2;-1;0;0
1;-2;1;-2;0;-2;-1;-1;0
0;-3;4;-1;1;1;0;-1;0
-1;-1;2;-1;0;1;-1;-2;0
-2;-2;5;-2;-1;0;0;-1;0
-1;1;-1;-1;0;-2;-1;-1;0
1;-1;-6;0;1;-2;1;1;0
1;-1;-4;-2;1;-1;-1;0;0
0;-1;-4;-2;-2;-1;-2;-1;0
-1;-3;-3;0;-2;0;-1;-3;0
1;0;4;1;3;0;-1;0;0
0;-1;7;0;-1;0;-2;-2;0
-1;1;0;-2;-2;-2;-2;0;0
0;-1;5;1;0;-1;-3;1;0
-2;-2;0;-1;-1;-1;-2;-2;0
-1;1;-6;1;0;0;0;0;0
-2;-3;2;2;4;3;-1;1;0
1;-3;-1;0;0;2;0;-1;0
0;0;-2;0;0;-3;1;-2;0
-1;2;2;-1;-1;-1;-1;1;0
-2;-1;-6;-1;-1;-2;0;0;0
-1;0;0;-2;-3;-2;-2;-1;0
0;-1;2;0;-1;-2;1;0;0
0;0;-1;-1;-1;-2;0;-1;0
0;0;0;-3;0;-2;-2;1;0
-1;0;2;-1;-4;0;-4;-2;0
-2;1;-3;-1;-2;0;-1;0;0
0;0;-5;-1;-3;-1;-1;-2;0
-1;-2;0;-3;-3;-1;-2;0;0
0;0;1;0;1;0;0;-2;0
1;-1;6;-4;-1;-3;1;0;0
0;2;3;9;2;1;0;-1;0
-2;-5;2;-1;-1;0;0;0;0
-1;2;2;-2;-1;-2;-2;-1;0
-1;1;-1;0;-1;-2;0;-1;0
-1;-1;0;-1;-1;0;0;0;0
1;3;2;2;0;0;0;0;0
1;0;-1;-1;1;-2;-2;1;0
-3;-1;-1;-1;0;0;-1;0;0
-2;0;2;-1;1;1;-1;-2;0
-1;-3;-3;-2;-2;-1;-2;-1;0
0;-2;-3;-3;-3;-1;-1;1;0
-1;-3;-2;0;-2;-1;-2;-3;0
-1;-3;-2;-1;-2;-1;-3;-2;0
1;0;-1;0;0;0;0;0;0
-1;-1;-10;-1;0;1;0;0;0
-1;1;-2;-1;-1;0;0;0;0
-1;0;2;-3;0;1;-2;-1;0
2;-3;0;3;0;2;2;2;0
-1;-2;-3;-1;-1;-1;-1;-3;0
2;0;-1;-1;0;0;0;0;0
0;-2;0;-1;-1;-1;-1;-2;0
-2;2;2;0;-1;-1;-1;-2;0
-2;1;0;-2;0;-2;0;0;0
0;-2;2;0;0;0;-1;0;0
-2;0;4;0;-3;-4;-3;0;0
1;0;2;-1;2;-2;-1;-1;0
1;-3;0;2;0;-1;1;1;0
-3;-3;-10;-4;-4;-2;-4;-3;0
-1;-2;-3;-3;-2;-1;1;-1;0
2;1;-2;3;-1;-1;0;1;0
1;0;1;1;0;1;2;0;0
0;1;-4;3;0;1;0;-3;0
-1;0;-7;6;4;0;2;1;0
-4;0;-2;-2;-1;-2;-3;-2;0
-2;-2;0;-2;0;-2;-3;-2;0
-2;0;9;0;-2;-1;-3;-3;0
4;1;3;7;1;2;2;3;0
1;2;2;1;-2;0;-1;1;0
-2;-8;-4;2;-1;1;-1;-4;0
1;11;-3;14;7;2;0;2;0
-2;1;-18;-1;-3;-6;-1;-4;0
2;-1;-11;-3;8;6;3;3;0
-5;-8;5;-2;0;0;-3;-3;0
3;0;3;5;-3;-4;-3;2;0
-3;0;7;9;2;6;1;2;0
10;11;4;-8;-3;2;4;4;0
10;15;18;24;6;8;5;7;1
1;-5;-4;-2;-9;-11;-5;-3;0
1;2;0;9;5;2;1;-1;0
-4;-4;-10;10;2;1;-1;-2;0
-2;-1;-10;9;4;-4;-3;-3;0
-6;-7;-16;-17;5;0;-6;-9;0
-8;-5;-4;-15;-4;-12;-2;-5;0
3;7;-6;13;6;18;10;8;0
-7;-11;-1;-28;-11;-11;-11;-12;0
1;1;4;4;7;3;5;6;0
1;-2;-8;-16;-18;-19;-6;0;0
5;6;-2;-5;-8;5;1;3;0
1;-6;9;1;-1;-3;-1;4;0
-12;-12;18;-5;-6;-12;-8;-10;0
-11;-13;8;2;-3;-10;-11;-9;0
0;2;5;10;6;13;3;-1;0
-14;-16;7;6;25;11;1;-5;1
4;12;16;26;13;8;2;4;1
3;-4;-23;-34;-15;5;4;4;1
-4;-8;-23;-25;-11;0;-6;-3;1
-12;-14;-9;-24;-3;-14;-11;-11;1
6;7;-6;-13;11;38;17;9;1
-9;2;-17;0;6;5;1;-7;1
15;19;25;22;-1;-4;9;7;1
13;14;16;20;-2;0;4;10;1
0;7;-3;13;19;18;4;3;1
10;1;-22;-7;8;18;8;9;1
-8;-17;-23;-15;4;-4;7;-4;1
13;12;11;10;-4;-7;5;11;1
10;-2;9;22;7;-1;7;12;1
-2;-6;3;8;3;14;-3;3;1
17;15;34;72;25;26;9;12;1
17;15;-15;24;13;0;9;13;1
-12;-14;-15;-51;-17;-14;-13;-16;1
0;12;-13;32;4;14;8;-2;1
-10;-16;-19;-15;0;-14;-12;-4;1
13;12;-5;8;12;23;15;12;1
2;14;17;88;30;3;10;8;1
12;5;-13;-13;-8;1;0;8;1
-8;-4;5;7;13;-3;0;-3;1
-8;-8;3;-10;3;14;-1;-5;1
-6;-10;3;-35;-34;-23;-11;-9;1
7;6;-2;-1;-4;1;5;9;1
3;4;10;5;17;10;1;0;1
5;1;3;-10;-16;-8;-2;2;1
0;2;0;17;3;14;11;9;1
-4;-3;-11;-10;-5;-20;2;-3;1
0;10;-7;0;4;10;-2;-4;1
3;-4;-4;-8;6;3;-8;-1;1
3;3;-25;-10;14;26;14;4;1
1;-1;-16;-10;1;-7;-2;1;1
-6;4;3;32;27;-2;-4;-4;1
-17;-11;10;-16;0;1;5;-8;1
5;-5;24;25;-9;-21;-1;3;1
-4;-2;10;0;10;13;11;3;1
-1;0;-16;11;7;-1;-8;-1;1
-11;-6;-24;-7;-8;-41;-10;-3;1
5;-2;15;13;13;27;14;8;1
3;-10;6;-7;-2;-2;8;5;1
10;-2;5;12;7;12;-2;1;1
1;0;5;2;2;11;-4;-3;1
1;12;0;-1;2;-16;-3;-1;1
-8;-6;0;2;-5;-26;-17;-16;1
-3;-1;3;-1;15;30;19;1;1
10;10;20;50;19;21;16;12;1
10;20;15;23;3;-1;5;9;1
-9;-16;-19;-14;18;17;-5;-7;1
11;8;-11;-5;-13;-12;0;8;1
12;14;14;-5;-9;20;3;2;1
7;-2;-5;-4;-6;-8;8;8;1
-1;0;-8;1;4;-4;2;3;1
-9;-12;2;-3;1;-9;-10;-8;1
-9;3;17;14;-5;-2;-1;-10;1
-18;-15;-9;-35;-12;-15;-6;-12;1
-5;-12;-14;-7;-1;4;0;-3;1
4;10;-1;-3;7;33;10;7;1
